epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,1839.24,0.46316,0.39718,0.88326,0.94604,0.93315,0.96792,0.86077,0.42747,0.34116,0.82329,0.00110589,0.00110589,0.00110589
36,1892.61,0.43956,0.36202,0.88112,0.95886,0.91667,0.97019,0.87499,0.40892,0.31521,0.81243,0.00108938,0.00108938,0.00108938
37,1945.72,0.43328,0.35757,0.88231,0.93954,0.9089,0.95737,0.86505,0.40031,0.34817,0.82004,0.00107288,0.00107288,0.00107288
38,1999.64,0.42879,0.34731,0.87895,0.91711,0.92045,0.96241,0.86436,0.41679,0.35486,0.82328,0.00105638,0.00105638,0.00105638
39,2050.44,0.46129,0.37495,0.88353,0.94144,0.94328,0.96954,0.86776,0.38201,0.30338,0.80988,0.00103987,0.00103987,0.00103987
40,2103.03,0.44297,0.35903,0.88039,0.97023,0.92343,0.97122,0.87508,0.40856,0.30575,0.81852,0.00102337,0.00102337,0.00102337
41,2156.54,0.47521,0.37076,0.8872,0.96132,0.94674,0.9742,0.87104,0.41181,0.3086,0.81973,0.00100687,0.00100687,0.00100687
42,2208.61,0.42736,0.35095,0.87609,0.96234,0.92821,0.96906,0.86727,0.41924,0.32641,0.8221,0.000990365,0.000990365,0.000990365
43,2260.43,0.43031,0.33775,0.88424,0.9577,0.93462,0.97264,0.87613,0.40561,0.29486,0.81377,0.000973861,0.000973861,0.000973861
44,2314.81,0.42213,0.34136,0.87204,0.94884,0.93624,0.97304,0.88501,0.37671,0.29428,0.81563,0.000957358,0.000957358,0.000957358
45,2369.56,0.43128,0.34846,0.87969,0.96065,0.92066,0.96772,0.87335,0.39117,0.30539,0.8214,0.000940855,0.000940855,0.000940855
46,2423.33,0.42844,0.34614,0.87175,0.95544,0.92825,0.97142,0.87662,0.38863,0.29724,0.81589,0.000924352,0.000924352,0.000924352
47,2480.03,0.4099,0.33402,0.87382,0.94678,0.94527,0.96993,0.8788,0.40285,0.30159,0.82049,0.000907848,0.000907848,0.000907848
48,2535.44,0.45089,0.35693,0.88388,0.95401,0.94295,0.97126,0.86683,0.40108,0.30137,0.81761,0.000891345,0.000891345,0.000891345
49,2591.46,0.39895,0.31884,0.86336,0.95959,0.93462,0.97256,0.89017,0.37734,0.28581,0.80962,0.000874842,0.000874842,0.000874842
50,2648.94,0.40477,0.31701,0.87019,0.9701,0.93354,0.97242,0.88361,0.38331,0.28922,0.814,0.000858338,0.000858338,0.000858338
51,2707.52,0.40876,0.32475,0.8664,0.95248,0.94065,0.97384,0.88126,0.38698,0.28993,0.81387,0.000841835,0.000841835,0.000841835
52,2762.56,0.40592,0.32716,0.86925,0.96618,0.94333,0.97795,0.88889,0.37191,0.26992,0.8104,0.000825332,0.000825332,0.000825332
53,2818.75,0.3845,0.31514,0.8663,0.9572,0.95231,0.9747,0.88908,0.35999,0.27943,0.80227,0.000808828,0.000808828,0.000808828
54,2875.2,0.40196,0.31778,0.86373,0.97491,0.94692,0.97741,0.89274,0.37768,0.26919,0.80814,0.000792325,0.000792325,0.000792325
55,2932.46,0.37515,0.30406,0.87656,0.9515,0.94099,0.97416,0.88158,0.38486,0.28791,0.81544,0.000775822,0.000775822,0.000775822
56,2987.39,0.39599,0.31264,0.85932,0.94392,0.94731,0.97302,0.88097,0.3859,0.29279,0.81637,0.000759318,0.000759318,0.000759318
57,3042.26,0.38302,0.30879,0.86086,0.95654,0.95633,0.97651,0.88705,0.36367,0.273,0.8072,0.000742815,0.000742815,0.000742815
58,3096.26,0.37678,0.29776,0.8631,0.96441,0.93462,0.97294,0.88383,0.37363,0.26973,0.82121,0.000726312,0.000726312,0.000726312
59,3150.49,0.38078,0.30506,0.86465,0.94976,0.9543,0.97553,0.89557,0.36039,0.25787,0.81306,0.000709809,0.000709809,0.000709809
60,3210.45,0.37908,0.29809,0.86069,0.94171,0.94587,0.97359,0.88311,0.36591,0.27991,0.80758,0.000693305,0.000693305,0.000693305
61,3267.93,0.37353,0.29246,0.86907,0.95557,0.93568,0.97699,0.88621,0.36809,0.26277,0.80564,0.000676802,0.000676802,0.000676802
62,3323.24,0.37996,0.29476,0.85167,0.96547,0.94012,0.97539,0.88385,0.37012,0.26908,0.80858,0.000660299,0.000660299,0.000660299
63,3378.03,0.37341,0.29905,0.85345,0.96591,0.937,0.97602,0.88922,0.35399,0.26657,0.80543,0.000643795,0.000643795,0.000643795
64,3432.21,0.37991,0.29782,0.85698,0.95383,0.94172,0.9762,0.89147,0.35707,0.26579,0.80334,0.000627292,0.000627292,0.000627292
65,3485.3,0.37456,0.29501,0.86262,0.96522,0.94002,0.97392,0.89025,0.36971,0.25592,0.80953,0.000610789,0.000610789,0.000610789
66,3539.52,0.37941,0.29377,0.86485,0.95166,0.95303,0.98053,0.89655,0.35775,0.25856,0.80499,0.000594286,0.000594286,0.000594286
67,3595.29,0.35845,0.27953,0.85335,0.95272,0.94904,0.9755,0.89083,0.35894,0.25653,0.80901,0.000577782,0.000577782,0.000577782
68,3648.57,0.35763,0.28617,0.85234,0.95456,0.95083,0.97532,0.8965,0.35651,0.25383,0.80726,0.000561279,0.000561279,0.000561279
69,3701.38,0.37742,0.30071,0.86923,0.95928,0.93811,0.97544,0.88959,0.3747,0.26063,0.81818,0.000544776,0.000544776,0.000544776
70,3755.19,0.36104,0.27732,0.85249,0.96527,0.94239,0.97399,0.89294,0.34682,0.26485,0.80706,0.000528272,0.000528272,0.000528272
71,3807.37,0.34827,0.27151,0.85464,0.95843,0.95782,0.97391,0.89267,0.35581,0.24264,0.81149,0.000511769,0.000511769,0.000511769
72,3860.29,0.35075,0.27513,0.86611,0.95282,0.93869,0.97228,0.8906,0.35873,0.25283,0.81589,0.000495266,0.000495266,0.000495266
73,3914.02,0.36454,0.28008,0.85409,0.96271,0.93811,0.97786,0.90109,0.34525,0.24,0.80223,0.000478762,0.000478762,0.000478762
74,3969.41,0.35938,0.27758,0.84424,0.94757,0.95189,0.97877,0.90383,0.34069,0.24876,0.79766,0.000462259,0.000462259,0.000462259
75,4024.45,0.33346,0.25939,0.85144,0.96984,0.93987,0.97823,0.90207,0.33931,0.23822,0.80371,0.000445756,0.000445756,0.000445756
76,4079.46,0.3669,0.28158,0.86014,0.95389,0.96011,0.97814,0.90152,0.33443,0.23235,0.80568,0.000429253,0.000429253,0.000429253
77,4132.97,0.36203,0.27407,0.86047,0.95621,0.94825,0.97541,0.89801,0.347,0.24109,0.80729,0.000412749,0.000412749,0.000412749
78,4187.21,0.36727,0.27553,0.86002,0.96292,0.94523,0.97501,0.90201,0.34263,0.23122,0.80786,0.000396246,0.000396246,0.000396246
79,4238.48,0.34817,0.26779,0.84771,0.97909,0.92766,0.97704,0.90295,0.34212,0.24092,0.80354,0.000379743,0.000379743,0.000379743
80,4291.13,0.33815,0.25416,0.84865,0.95952,0.94989,0.98063,0.90635,0.33036,0.23177,0.79898,0.000363239,0.000363239,0.000363239
81,4346.34,0.35147,0.2681,0.84346,0.96009,0.94692,0.97901,0.90278,0.33641,0.23554,0.80614,0.000346736,0.000346736,0.000346736
82,4401.24,0.33262,0.25314,0.84793,0.9721,0.94128,0.97742,0.89952,0.3369,0.23007,0.80814,0.000330233,0.000330233,0.000330233
83,4457.62,0.33233,0.24856,0.83842,0.95176,0.95642,0.97667,0.90418,0.32792,0.22575,0.80237,0.000313729,0.000313729,0.000313729
84,4511.41,0.31962,0.24707,0.84835,0.9558,0.94964,0.97807,0.90517,0.32834,0.22818,0.80522,0.000297226,0.000297226,0.000297226
85,4565.19,0.34284,0.2577,0.85203,0.9507,0.94695,0.97444,0.89997,0.32832,0.23461,0.7993,0.000280723,0.000280723,0.000280723
86,4622.14,0.33327,0.25401,0.85281,0.9728,0.92886,0.97679,0.90446,0.32109,0.22937,0.7992,0.00026422,0.00026422,0.00026422
87,4677.37,0.31799,0.24764,0.84268,0.94583,0.95393,0.97526,0.90151,0.32441,0.22622,0.80022,0.000247716,0.000247716,0.000247716
88,4732.59,0.31091,0.24065,0.83895,0.95289,0.95288,0.97606,0.90558,0.32106,0.22514,0.80034,0.000231213,0.000231213,0.000231213
89,4790.4,0.3296,0.25373,0.8354,0.95616,0.9526,0.97613,0.9069,0.32339,0.22208,0.80005,0.00021471,0.00021471,0.00021471
90,4848.99,0.31375,0.24674,0.85179,0.96127,0.9403,0.9782,0.90861,0.32854,0.22458,0.80851,0.000198206,0.000198206,0.000198206
91,4905.42,0.25917,0.20146,0.80021,0.96375,0.94788,0.97556,0.9002,0.3305,0.23452,0.80304,0.000181703,0.000181703,0.000181703
92,4960.24,0.26257,0.19538,0.79549,0.96202,0.95603,0.97652,0.90162,0.32764,0.22814,0.80509,0.0001652,0.0001652,0.0001652
93,5015.65,0.25983,0.19183,0.79304,0.9528,0.96415,0.97743,0.90537,0.32658,0.22691,0.80333,0.000148696,0.000148696,0.000148696
94,5070.43,0.26457,0.1961,0.79625,0.95463,0.94966,0.97711,0.90948,0.32847,0.23312,0.80791,0.000132193,0.000132193,0.000132193
95,5125.35,0.25876,0.19032,0.79181,0.94849,0.95606,0.97601,0.90711,0.32629,0.23136,0.80428,0.00011569,0.00011569,0.00011569
96,5179,0.25867,0.18853,0.78315,0.94881,0.95827,0.97717,0.90923,0.32112,0.22394,0.80304,9.91865e-05,9.91865e-05,9.91865e-05
97,5234.51,0.25732,0.19057,0.7924,0.95155,0.95953,0.9797,0.90854,0.32456,0.22021,0.8116,8.26832e-05,8.26832e-05,8.26832e-05
98,5289.61,0.25485,0.1867,0.79427,0.95205,0.95518,0.97956,0.91037,0.32067,0.2184,0.80949,6.61799e-05,6.61799e-05,6.61799e-05
99,5346.3,0.23798,0.18275,0.78598,0.94952,0.96008,0.97899,0.90889,0.32074,0.22165,0.8081,4.96766e-05,4.96766e-05,4.96766e-05
100,5400.68,0.24803,0.18622,0.78272,0.953,0.95083,0.97945,0.91027,0.32038,0.22128,0.80855,3.31733e-05,3.31733e-05,3.31733e-05
